Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),72,101,0.00707729,1.11E-16,4.44E-15,1,1,7.37E-05,9606,Homo sapiens,Rps14;Rpl4;Rps15;Rpl5;Rps16;Rps17;Rpl3;Rps18;Rps15a;Rps19;Rpl35;Rpl36;Rpl37;Rpsa;Rps27a;Rpl38;Rps10;Rpl8;Rps11;Rpl9;Rps12;Rpl6;Rps13;Rpl31;Rpl32;Rpl36a;Rps27l;Rps3a1;Rps9;Rps7;Rps8;Rpl37a;Rps5;Rps6;Rplp2;Rpl24;Rpl27;Rpl28;Rpl29;Rpl21;Rplp0;Rpl23;Rpl13a;Rpl18a;Rpl13;Rpl14;Rpl15;Rpl17;Rpl18;Rpl19;Rpl11;Rpl12;Rps3;Rps2;Rpl10a;Rps25;Rpl7a;Rps4x;Rpl27a;Rps20;Rps21;Rps23;Rps24;Rpl41;Rpl35a;Fau;Rpl23a,,R-HSA-927789
R-HSA-72689,Formation of a pool of free 40S subunits,75,106,0.00742765,1.11E-16,4.44E-15,2,2,1.47E-04,9606,Homo sapiens,Rps14;Rpl4;Rps15;Rpl5;Rps16;Rps17;Rpl3;Rps18;Rps15a;Rps19;Rpl35;Rpl36;Rpl37;Rpsa;Rps27a;Rpl38;Rps10;Rpl8;Rps11;Rpl9;Rps12;Rpl6;Rps13;Rpl31;Rpl32;Rpl36a;Rps27l;Rps3a1;Rps9;Rps7;Rps8;Rpl37a;Rps5;Rps6;Rplp2;Rpl24;Rpl27;Rpl28;Rpl29;Rpl21;Rplp0;Rpl23;Rpl13a;Eif3i;Rpl18a;Rpl13;Rpl14;Rpl15;Rpl17;Rpl18;Rpl19;Eif3c;Rpl11;Rpl12;Rps3;Rps2;Rpl10a;Rps25;Rpl7a;Rps4x;Rpl27a;Rps20;Rps21;Rps23;Rps24;Rpl41;Eif1ax;Rpl35a;Fau;Rpl23a,,R-HSA-72673;R-HSA-72676
R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,79,119,0.008338589,1.11E-16,4.44E-15,5,5,3.68E-04,9606,Homo sapiens,Rps14;Rpl4;Rps15;Rpl5;Rps16;Rps17;Rpl3;Rps18;Rps15a;Rps19;Rpl35;Rpl36;Rpl37;Rpsa;Rps27a;Rpl38;Rps10;Rpl8;Rps11;Rpl9;Rps12;Rpl6;Rps13;Rpl31;Rpl32;Rpl36a;Ddost;Rps27l;Rps3a1;Rps9;Rps7;Ssr4;Rps8;Rpl37a;Rps5;Rps6;Rplp2;Rpl24;Rpl27;Rpl28;Sec11c;Rpl29;Rpl21;Rplp0;Rpl23;Rpl13a;Rpl18a;Rpl13;Rpl14;Rpl15;Rpl17;Rpl18;Rpl19;Rpl11;Rpl12;Rps3;Rps2;Rpl10a;Rps25;Rpl7a;Rps4x;Spcs1;Srpr;Rpl27a;Sec61b;Rps20;Rps21;Rps23;Rps24;Rpl41;Srp14;Rpl35a;Fau;Rpl23a,,R-HSA-1799326;R-HSA-1799330;R-HSA-1799329;R-HSA-1799335;R-HSA-1799332
R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,77,120,0.008408661,1.11E-16,4.44E-15,3,3,2.21E-04,9606,Homo sapiens,Rps14;Rpl4;Rps15;Rpl5;Rps16;Rps17;Rpl3;Rps18;Rps15a;Rps19;Rpl35;Rpl36;Rpl37;Rpsa;Rps27a;Rpl38;Rps10;Rpl8;Rps11;Rpl9;Rps12;Rpl6;Rps13;Rpl31;Rpl32;Rpl36a;Rps27l;Rps3a1;Rps9;Rps7;Rps8;Rpl37a;Rps5;Rps6;Rplp2;Rpl24;Eif4h;Rpl27;Rpl28;Rpl29;Rpl21;Rplp0;Rpl23;Rpl13a;Eif3i;Rpl18a;Rpl13;Rpl14;Rpl15;Rpl17;Rpl18;Rpl19;Eif3c;Rpl11;Rpl12;Rps3;Rps2;Rpl10a;Rps25;Rpl7a;Rps4x;Rpl27a;Rps20;Rps21;Rps23;Rps24;Rpl41;Eif1ax;Eif4a1;Rpl35a;Fau;Rpl23a,,R-HSA-156832;R-HSA-156823;R-HSA-156826
R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,77,120,0.008408661,1.11E-16,4.44E-15,3,3,2.21E-04,9606,Homo sapiens,Rps14;Rpl4;Rps15;Rpl5;Rps16;Rps17;Rpl3;Rps18;Rps15a;Rps19;Rpl35;Rpl36;Rpl37;Rpsa;Rps27a;Rpl38;Rps10;Rpl8;Rps11;Rpl9;Rps12;Rpl6;Rps13;Rpl31;Rpl32;Rpl36a;Rps27l;Rps3a1;Rps9;Rps7;Rps8;Rpl37a;Rps5;Rps6;Rplp2;Rpl24;Eif4h;Rpl27;Rpl28;Rpl29;Rpl21;Rplp0;Rpl23;Rpl13a;Eif3i;Rpl18a;Rpl13;Rpl14;Rpl15;Rpl17;Rpl18;Rpl19;Eif3c;Rpl11;Rpl12;Rps3;Rps2;Rpl10a;Rps25;Rpl7a;Rps4x;Rpl27a;Rps20;Rps21;Rps23;Rps24;Rpl41;Eif1ax;Eif4a1;Rpl35a;Fau;Rpl23a,,R-HSA-72672;R-HSA-72619;R-HSA-72671
R-HSA-192823,Viral mRNA Translation,72,114,0.007988228,1.11E-16,4.44E-15,2,2,1.47E-04,9606,Homo sapiens,Rps14;Rpl4;Rps15;Rpl5;Rps16;Rps17;Rpl3;Rps18;Rps15a;Rps19;Rpl35;Rpl36;Rpl37;Rpsa;Rps27a;Rpl38;Rps10;Rpl8;Rps11;Rpl9;Rps12;Rpl6;Rps13;Rpl31;Rpl32;Rpl36a;Rps27l;Rps3a1;Rps9;Rps7;Rps8;Rpl37a;Rps5;Rps6;Rplp2;Rpl24;Rpl27;Rpl28;Rpl29;Rpl21;Rplp0;Rpl23;Rpl13a;Rpl18a;Rpl13;Rpl14;Rpl15;Rpl17;Rpl18;Rpl19;Rpl11;Rpl12;Rps3;Rps2;Rpl10a;Rps25;Rpl7a;Rps4x;Rpl27a;Rps20;Rps21;Rps23;Rps24;Rpl41;Rpl35a;Fau;Rpl23a,,R-HSA-192704;R-HSA-192841
R-HSA-72649,Translation initiation complex formation,36,62,0.004344475,1.11E-16,4.44E-15,2,2,1.47E-04,9606,Homo sapiens,Rps14;Rps15;Rps16;Rps17;Rps18;Rps15a;Rps19;Eif3i;Rpsa;Rps27a;Rps10;Rps11;Rps12;Eif3c;Rps13;Rps3;Rps2;Rps27l;Rps25;Rps4x;Rps3a1;Rps9;Rps7;Rps8;Rps5;Rps6;Eif4h;Rps20;Rps21;Rps23;Rps24;Eif1ax;Eif4a1;Fau,,R-HSA-156808;R-HSA-157849
R-HSA-72702,Ribosomal scanning and start codon recognition,36,64,0.004484619,1.11E-16,4.44E-15,2,2,1.47E-04,9606,Homo sapiens,Rps14;Rps15;Rps16;Rps17;Rps18;Rps15a;Rps19;Eif3i;Rpsa;Rps27a;Rps10;Rps11;Rps12;Eif3c;Rps13;Rps3;Rps2;Rps27l;Rps25;Rps4x;Rps3a1;Rps9;Rps7;Rps8;Rps5;Rps6;Eif4h;Rps20;Rps21;Rps23;Rps24;Eif1ax;Eif4a1;Fau,,R-HSA-72697;R-HSA-72621
R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",37,66,0.004624764,1.11E-16,4.44E-15,6,6,4.42E-04,9606,Homo sapiens,Rps14;Rps15;Rps16;Rps17;Rps18;Rps15a;Rps19;Eif3i;Eif4ebp1;Rpsa;Rps27a;Rps10;Rps11;Rps12;Eif3c;Rps13;Rps3;Rps2;Rps27l;Rps25;Rps4x;Rps3a1;Rps9;Rps7;Rps8;Rps5;Rps6;Eif4h;Rps20;Rps21;Rps23;Rps24;Eif1ax;Eif4a1;Fau,,R-HSA-72647;R-HSA-72631;R-HSA-156808;R-HSA-72635;R-HSA-157849;R-HSA-72622
R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,79,189,0.013243641,1.11E-16,4.44E-15,7,7,5.16E-04,9606,Homo sapiens,Rps14;Rpl4;Rps15;Rpl5;Rps16;Rps17;Rpl3;Rps18;Rps15a;Rps19;Rpl35;Rpl36;Rpl37;Rpsa;Rps27a;Rpl38;Rps10;Rpl8;Rps11;Rpl9;Rps12;Rpl6;Rps13;Pwp2;Rpl31;Rpl32;Rpl36a;Rps27l;Rps3a1;Rps9;Rps7;Rps8;Imp3;Rpl37a;Rps5;Rps6;Rplp2;Rpl24;Rpl27;Rpl28;Rpl29;Rpl21;Rplp0;Rpl23;Rpl13a;Rpl18a;Rpl13;Rpl14;Rpl15;Rpl17;Rpl18;Rpl19;Rpl11;Rpl12;Rps3;Rps2;Rpl10a;Rps25;Rpl7a;Rps4x;Exosc5;Rpl27a;Rps20;Rps21;Mpp6;Rps23;Rps24;Bop1;Rpl41;Ebna1bp2;Eif4a1;Rpl35a;Fau;Rpl23a,,R-HSA-6791223;R-HSA-6791222;R-HSA-6791221;R-HSA-6791219;R-HSA-6791218;R-HSA-6791228;R-HSA-6791227
