Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-381119,"Unfolded Protein Response (UPR)",44,155,0.010861187022633311,2.3174795416025518E-12,3.5132989850694685E-9,40,94,0.006923473521396479,9606,Homo sapiens,"Serp1;Extl1;Srprb;Asns;Cebpg;Hsp90b1;Kdelr3;Herpud1;Hyou1;Eif2s2;Calr;Pdia6;Wipi1;Creb3;Wfs1;Ddit3;Parn;Dnajb11;Chl1;Dnajb9;Ern1;Cabp1;Syvn1;Atf6;Atf4;Atf3","","R-HSA-1791131;R-HSA-1791066;R-HSA-425923;R-HSA-381186;R-HSA-1791123;R-HSA-1791121;R-HSA-381135;R-HSA-1791056;R-HSA-381128;R-HSA-1791060;R-HSA-1791124;R-HSA-8874197;R-HSA-420818;R-HSA-1791118;R-HSA-1791116;R-HSA-1791180;R-HSA-8874192;R-HSA-1791107;R-HSA-1791169;R-HSA-8874204;R-HSA-1791173;R-HSA-8874200;R-HSA-1791172;R-HSA-1791163;R-HSA-381158;R-HSA-517731;R-HSA-381217;R-HSA-1791167;R-HSA-8874849;R-HSA-381091;R-HSA-381026;R-HSA-1791095;R-HSA-8953336;R-HSA-381109;R-HSA-1791082;R-HSA-381111;R-HSA-1791150;R-HSA-1791084;R-HSA-1791075;R-HSA-381116"
R-HSA-9648895,"Response of EIF2AK1 (HRI) to heme deficiency",19,29,0.002032093055847523,8.207101664936545E-12,6.220983062021901E-9,18,20,0.0014730794726375489,9606,Homo sapiens,"Ppp1r15a;Ddit3;Cebpg;Asns;Trib3;Eif2s2;Chac1;Grb10;Atf4;Atf3","","R-HSA-9653745;R-HSA-9635927;R-HSA-9650710;R-HSA-9654774;R-HSA-9648888;R-HSA-9655071;R-HSA-381128;R-HSA-9653724;R-HSA-9650722;R-HSA-9654752;R-HSA-9653894;R-HSA-1791118;R-HSA-9653893;R-HSA-9635915;R-HSA-9635912;R-HSA-9654792;R-HSA-9653742;R-HSA-9655086"
R-HSA-379716,"Cytosolic tRNA aminoacylation",17,50,0.003503608716978488,1.177256295337159E-6,4.703121662519294E-4,18,21,0.0015467334462694261,9606,Homo sapiens,"Yars;Aimp2;Wars;Aimp1;Vars;Sars;Tars;Eef1e1;Eprs;Farsb;Nars;Mars;Lars;Rars;Hars;Gars;Iars","","R-HSA-379844;R-HSA-379974;R-HSA-380002;R-HSA-379980;R-HSA-379982;R-HSA-379977;R-HSA-380008;R-HSA-379848;R-HSA-380042;R-HSA-379893;R-HSA-379861;R-HSA-380048;R-HSA-379996;R-HSA-379865;R-HSA-379993;R-HSA-379992;R-HSA-379867;R-HSA-379994"
R-HSA-381070,"IRE1alpha activates chaperones",25,101,0.007077289608296546,1.4222525854812318E-6,4.703121662519294E-4,17,53,0.0039036606024895042,9606,Homo sapiens,"Serp1;Extl1;Wfs1;Srprb;Dnajb11;Chl1;Kdelr3;Dnajb9;Ern1;Hyou1;Cabp1;Syvn1;Pdia6;Wipi1","","R-HSA-1791131;R-HSA-1791066;R-HSA-381217;R-HSA-1791167;R-HSA-425923;R-HSA-381091;R-HSA-1791123;R-HSA-1791060;R-HSA-1791124;R-HSA-8953336;R-HSA-381109;R-HSA-1791116;R-HSA-1791084;R-HSA-1791075;R-HSA-381116;R-HSA-1791169;R-HSA-1791172"
R-HSA-381038,"XBP1(S) activates chaperone genes",24,95,0.0066568565622591265,1.6250162080400088E-6,4.703121662519294E-4,12,47,0.0034617367606982396,9606,Homo sapiens,"Serp1;Extl1;Wfs1;Srprb;Dnajb11;Chl1;Kdelr3;Dnajb9;Hyou1;Cabp1;Syvn1;Pdia6;Wipi1","","R-HSA-1791131;R-HSA-8953336;R-HSA-1791066;R-HSA-1791167;R-HSA-1791116;R-HSA-1791084;R-HSA-1791123;R-HSA-1791075;R-HSA-1791169;R-HSA-1791060;R-HSA-1791124;R-HSA-1791172"
R-HSA-8953897,"Cellular responses to stimuli",121,970,0.06797000910938267,1.8663181200473389E-6,4.703121662519294E-4,174,412,0.030345437136333506,9606,Homo sapiens,"Extl1;Phf5a;Rps18;Srprb;Dnajc2;Tuba1c;Cry1;Asns;Trib3;Rpl36;Hmox1;Rpl37;Grb10;Hmox2;Rps11;Txn2;Herpud1;Hyou1;Rpl34;Calr;Pdia6;Tfdp1;Nup160;Ero1l;Creb3;Rps19bp1;Tubb2b;H3f3b;Ddit3;Rps5;Parn;Dnajb11;Nup43;Chl1;Fos;Ern1;Sco2;Prkcd;Rplp0;Cat;Cabp1;Anapc16;Atf6;Arntl;Atf4;Atf3;Serp1;Psmc2;Sesn2;Cebpg;Hspa1b;Hsp90b1;Hspa1a;Chac1;Mt2;Mt1;Kdelr3;Il6;Rpl12;Eif2s2;Wipi1;Mafk;Npas2;Mapkapk3;Rps27;Tubb6;Wfs1;Cbx4;H13;Dnajb9;Ppp1r15a;Hspa9;Surf1;Cul2;Syvn1;Tubb4b;Cdkn1a","","R-HSA-3790137;R-HSA-381186;R-HSA-400143;R-HSA-3790130;R-HSA-3240765;R-HSA-3240766;R-HSA-3371554;R-HSA-1234179;R-HSA-1368069;R-HSA-450325;R-HSA-1234177;R-HSA-9653894;R-HSA-1368065;R-HSA-1234183;R-HSA-9653893;R-HSA-450333;R-HSA-187934;R-HSA-3222546;R-HSA-5251955;R-HSA-381217;R-HSA-5251959;R-HSA-3786258;R-HSA-3222533;R-HSA-8932284;R-HSA-5251942;R-HSA-9708457;R-HSA-9707690;R-HSA-3322995;R-HSA-1791066;R-HSA-1235035;R-HSA-1791056;R-HSA-5663002;R-HSA-5082369;R-HSA-9653724;R-HSA-9635804;R-HSA-1791060;R-HSA-1235037;R-HSA-8874197;R-HSA-3240295;R-HSA-8874192;R-HSA-8874204;R-HSA-5663245;R-HSA-9633742;R-HSA-5662986;R-HSA-5082384;R-HSA-8874200;R-HSA-9633008;R-HSA-3240787;R-HSA-9653745;R-HSA-517731;R-HSA-9654774;R-HSA-381026;R-HSA-549475;R-HSA-9648888;R-HSA-9708536;R-HSA-1791095;R-HSA-1235070;R-HSA-8953336;R-HSA-3222593;R-HSA-1791082;R-HSA-9654752;R-HSA-5661219;R-HSA-3371590;R-HSA-5661217;R-HSA-1791084;R-HSA-3240777;R-HSA-5661230;R-HSA-1791075;R-HSA-9653742;R-HSA-3240783;R-HSA-9633005;R-HSA-3240782;R-HSA-1791131;R-HSA-9650710;R-HSA-1791123;R-HSA-1791121;R-HSA-8932355;R-HSA-9655071;R-HSA-163214;R-HSA-3788725;R-HSA-3788724;R-HSA-1791124;R-HSA-9640195;R-HSA-3229089;R-HSA-3223200;R-HSA-4793819;R-HSA-1791118;R-HSA-1791116;R-HSA-9707523;R-HSA-1791107;R-HSA-3788705;R-HSA-3323050;R-HSA-5252041;R-HSA-9708557;R-HSA-9708558;R-HSA-9654792;R-HSA-3788708;R-HSA-3229102;R-HSA-1791163;R-HSA-3857305;R-HSA-1791167;R-HSA-3209109;R-HSA-381091;R-HSA-9635892;R-HSA-450222;R-HSA-3371422;R-HSA-381109;R-HSA-9650722;R-HSA-381111;R-HSA-1791150;R-HSA-3209096;R-HSA-381116;R-HSA-5082356;R-HSA-69562;R-HSA-9655086;R-HSA-5252079;R-HSA-3341296;R-HSA-5662613;R-HSA-9635927;R-HSA-425923;R-HSA-5662608;R-HSA-9709918;R-HSA-381135;R-HSA-5662620;R-HSA-381128;R-HSA-3371518;R-HSA-400342;R-HSA-5662598;R-HSA-189398;R-HSA-420818;R-HSA-1791180;R-HSA-9635915;R-HSA-5662606;R-HSA-1791169;R-HSA-9635912;R-HSA-3371503;R-HSA-9635918;R-HSA-1791173;R-HSA-3697894;R-HSA-1791172;R-HSA-4568740;R-HSA-1234163;R-HSA-381158;R-HSA-3229138;R-HSA-4568737;R-HSA-9639287;R-HSA-1234167;R-HSA-8874849;R-HSA-5618098;R-HSA-9707645;R-HSA-3797202;R-HSA-5618110;R-HSA-1234169;R-HSA-5618105;R-HSA-4647594;R-HSA-9644926;R-HSA-1234175;R-HSA-5618107;R-HSA-1234172;R-HSA-1234173;R-HSA-4647593;R-HSA-3788745;R-HSA-5618085;R-HSA-450292;R-HSA-1250272;R-HSA-9635936;R-HSA-3797196;R-HSA-5618080;R-HSA-3788748;R-HSA-3371467;R-HSA-4647613;R-HSA-1234159;R-HSA-9634669;R-HSA-76031"
R-HSA-2262752,"Cellular responses to stress",118,952,0.0667087099712704,3.392234152133078E-6,7.327225768607448E-4,164,381,0.028062163953745306,9606,Homo sapiens,"Extl1;Phf5a;Rps18;Srprb;Dnajc2;Tuba1c;Cry1;Asns;Trib3;Rpl36;Hmox1;Rpl37;Grb10;Hmox2;Rps11;Txn2;Herpud1;Hyou1;Rpl34;Calr;Pdia6;Tfdp1;Nup160;Ero1l;Creb3;Rps19bp1;Tubb2b;H3f3b;Ddit3;Rps5;Parn;Dnajb11;Nup43;Chl1;Fos;Ern1;Sco2;Prkcd;Rplp0;Cat;Cabp1;Anapc16;Atf6;Arntl;Atf4;Atf3;Serp1;Psmc2;Sesn2;Cebpg;Hspa1b;Hsp90b1;Hspa1a;Chac1;Kdelr3;Il6;Rpl12;Eif2s2;Wipi1;Mafk;Npas2;Mapkapk3;Rps27;Tubb6;Wfs1;Cbx4;H13;Dnajb9;Ppp1r15a;Hspa9;Surf1;Cul2;Syvn1;Tubb4b;Cdkn1a","","R-HSA-3790137;R-HSA-381186;R-HSA-400143;R-HSA-3790130;R-HSA-3240765;R-HSA-3240766;R-HSA-3371554;R-HSA-1234179;R-HSA-1368069;R-HSA-450325;R-HSA-1234177;R-HSA-9653894;R-HSA-1368065;R-HSA-1234183;R-HSA-9653893;R-HSA-450333;R-HSA-187934;R-HSA-3222546;R-HSA-5251955;R-HSA-381217;R-HSA-5251959;R-HSA-3786258;R-HSA-3222533;R-HSA-8932284;R-HSA-5251942;R-HSA-9708457;R-HSA-9707690;R-HSA-3322995;R-HSA-1791066;R-HSA-1235035;R-HSA-1791056;R-HSA-5082369;R-HSA-9653724;R-HSA-9635804;R-HSA-1791060;R-HSA-1235037;R-HSA-8874197;R-HSA-3240295;R-HSA-8874192;R-HSA-8874204;R-HSA-5663245;R-HSA-9633742;R-HSA-5082384;R-HSA-8874200;R-HSA-9633008;R-HSA-3240787;R-HSA-9653745;R-HSA-517731;R-HSA-9654774;R-HSA-381026;R-HSA-549475;R-HSA-9648888;R-HSA-9708536;R-HSA-1791095;R-HSA-1235070;R-HSA-8953336;R-HSA-3222593;R-HSA-1791082;R-HSA-9654752;R-HSA-3371590;R-HSA-1791084;R-HSA-3240777;R-HSA-1791075;R-HSA-9653742;R-HSA-3240783;R-HSA-9633005;R-HSA-3240782;R-HSA-1791131;R-HSA-9650710;R-HSA-1791123;R-HSA-1791121;R-HSA-8932355;R-HSA-9655071;R-HSA-163214;R-HSA-3788725;R-HSA-3788724;R-HSA-1791124;R-HSA-9640195;R-HSA-3229089;R-HSA-3223200;R-HSA-4793819;R-HSA-1791118;R-HSA-1791116;R-HSA-9707523;R-HSA-1791107;R-HSA-3788705;R-HSA-3323050;R-HSA-5252041;R-HSA-9708557;R-HSA-9708558;R-HSA-9654792;R-HSA-3788708;R-HSA-3229102;R-HSA-1791163;R-HSA-3857305;R-HSA-1791167;R-HSA-3209109;R-HSA-381091;R-HSA-9635892;R-HSA-450222;R-HSA-3371422;R-HSA-381109;R-HSA-9650722;R-HSA-381111;R-HSA-1791150;R-HSA-3209096;R-HSA-381116;R-HSA-5082356;R-HSA-69562;R-HSA-9655086;R-HSA-5252079;R-HSA-3341296;R-HSA-9635927;R-HSA-425923;R-HSA-9709918;R-HSA-381135;R-HSA-381128;R-HSA-3371518;R-HSA-400342;R-HSA-189398;R-HSA-420818;R-HSA-1791180;R-HSA-9635915;R-HSA-1791169;R-HSA-9635912;R-HSA-3371503;R-HSA-9635918;R-HSA-1791173;R-HSA-3697894;R-HSA-1791172;R-HSA-4568740;R-HSA-1234163;R-HSA-381158;R-HSA-3229138;R-HSA-4568737;R-HSA-9639287;R-HSA-1234167;R-HSA-8874849;R-HSA-5618098;R-HSA-9707645;R-HSA-3797202;R-HSA-5618110;R-HSA-1234169;R-HSA-5618105;R-HSA-4647594;R-HSA-9644926;R-HSA-1234175;R-HSA-5618107;R-HSA-1234172;R-HSA-1234173;R-HSA-4647593;R-HSA-3788745;R-HSA-5618085;R-HSA-450292;R-HSA-1250272;R-HSA-9635936;R-HSA-3797196;R-HSA-5618080;R-HSA-3788748;R-HSA-3371467;R-HSA-4647613;R-HSA-1234159;R-HSA-9634669;R-HSA-76031"
R-HSA-381042,"PERK regulates gene expression",14,42,0.00294303132226193,1.246764914786258E-5,0.0021425000902448588,9,11,8.101937099506518E-4,9606,Homo sapiens,"Herpud1;Ddit3;Cebpg;Asns;Parn;Eif2s2;Atf6;Atf4;Atf3","","R-HSA-381111;R-HSA-517731;R-HSA-1791118;R-HSA-1791180;R-HSA-1791107;R-HSA-1791056;R-HSA-1791095;R-HSA-381128;R-HSA-1791173"
R-HSA-9633012,"Response of EIF2AK4 (GCN2) to amino acid deficiency",25,115,0.008058300049050521,1.2752976727647969E-5,0.0021425000902448588,16,16,0.001178463578110039,9606,Homo sapiens,"Rps27;Rps18;Ddit3;Rps5;Cry1;Cebpg;Asns;Rpl36;Trib3;Rpl37;Rps11;Rplp0;Rpl34;Rpl12;Eif2s2;Atf4;Atf3","","R-HSA-9633008;R-HSA-9635927;R-HSA-9635892;R-HSA-9644926;R-HSA-381128;R-HSA-9635804;R-HSA-9650722;R-HSA-9635936;R-HSA-1791118;R-HSA-9635915;R-HSA-9635912;R-HSA-9633742;R-HSA-9635918;R-HSA-1791173;R-HSA-9634669;R-HSA-9633005"
R-HSA-380994,"ATF4 activates genes in response to endoplasmic reticulum  stress",12,34,0.0023824539275453718,2.96400451504919E-5,0.004475646817724277,7,7,5.155778154231421E-4,9606,Homo sapiens,"Herpud1;Ddit3;Cebpg;Asns;Parn;Atf6;Atf4;Atf3","","R-HSA-517731;R-HSA-1791118;R-HSA-1791180;R-HSA-1791107;R-HSA-1791056;R-HSA-1791095;R-HSA-1791173"
