Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-1474244,"Extracellular matrix organization",54,329,0.02305374535771845,1.0776545632529277E-6,0.0015916957899245743,175,319,0.023495617588568902,9606,Homo sapiens,"Itgax;Adam19;Ctss;Itgam;Pxdn;Pecam1;Kdr;Tnr;Ltbp4;Col3a1;Mmp12;Mmp14;Tnxb;Vwf;Mmp15;Adamts4;Bgn;Lama5;Itgb2;Lama3;Pcolce;Serpine1;Hspg2;Icam2;Ddr1;Ceacam1;Sdc3;Itga5;Nid2;Nid1;Lrp4;Aspn;Tgfb1;Ttr;Itga2;Loxl2;Pdgfb;Cd44;Capn9;Col6a1;Col6a2;Mfap2;Col4a1;Col6a6;Col6a3;Emilin2;Timp2;Hapln1;Mfap3l;Vcam1;Sparc;Sdc1;Fbn1","","R-HSA-8944265;R-HSA-2002460;R-HSA-2473511;R-HSA-3828025;R-HSA-1592349;R-HSA-216069;R-HSA-1604368;R-HSA-3791155;R-HSA-216072;R-HSA-1604360;R-HSA-216082;R-HSA-2426676;R-HSA-1566981;R-HSA-3788075;R-HSA-1566979;R-HSA-2467633;R-HSA-2002440;R-HSA-1458433;R-HSA-2533950;R-HSA-198941;R-HSA-2466106;R-HSA-4084505;R-HSA-4084501;R-HSA-2534160;R-HSA-8941234;R-HSA-2002466;R-HSA-2318623;R-HSA-2537499;R-HSA-2514790;R-HSA-2327909;R-HSA-2534240;R-HSA-2465890;R-HSA-2467436;R-HSA-2485111;R-HSA-2473584;R-HSA-1980233;R-HSA-2473596;R-HSA-2731123;R-HSA-2752115;R-HSA-1592387;R-HSA-2731122;R-HSA-2473594;R-HSA-2731081;R-HSA-1650808;R-HSA-2328129;R-HSA-2681675;R-HSA-1614460;R-HSA-1614461;R-HSA-2213192;R-HSA-2731075;R-HSA-2681667;R-HSA-2731074;R-HSA-2533965;R-HSA-2327886;R-HSA-2396234;R-HSA-2731078;R-HSA-2213201;R-HSA-2213200;R-HSA-2514772;R-HSA-2328145;R-HSA-8948219;R-HSA-2684507;R-HSA-2533970;R-HSA-2213207;R-HSA-8948222;R-HSA-2681694;R-HSA-2426450;R-HSA-2681681;R-HSA-2168923;R-HSA-2465883;R-HSA-8948232;R-HSA-8948234;R-HSA-114563;R-HSA-1474196;R-HSA-210304;R-HSA-3791295;R-HSA-2426530;R-HSA-8948224;R-HSA-199050;R-HSA-8948226;R-HSA-2396079;R-HSA-8948228;R-HSA-8948230;R-HSA-4084912;R-HSA-8948231;R-HSA-4084910;R-HSA-2424246;R-HSA-2396337;R-HSA-8848658;R-HSA-2327733;R-HSA-2396083;R-HSA-2424243;R-HSA-4084903;R-HSA-2327738;R-HSA-2466238;R-HSA-2395320;R-HSA-1604741;R-HSA-3814820;R-HSA-2514823;R-HSA-2161282;R-HSA-4088220;R-HSA-2022073;R-HSA-2514831;R-HSA-1454781;R-HSA-2327695;R-HSA-2731141;R-HSA-1981104;R-HSA-2559639;R-HSA-1454757;R-HSA-4085133;R-HSA-1474213;R-HSA-1474210;R-HSA-2426259;R-HSA-2485148;R-HSA-1602466;R-HSA-2470555;R-HSA-349626;R-HSA-2395364;R-HSA-2328033;R-HSA-2328037;R-HSA-4539779;R-HSA-1564112;R-HSA-2129385;R-HSA-265423;R-HSA-2396399;R-HSA-1474266;R-HSA-2168046;R-HSA-2396395;R-HSA-265428;R-HSA-1454791;R-HSA-202704;R-HSA-2328048;R-HSA-2533874;R-HSA-265424;R-HSA-265425;R-HSA-1981128;R-HSA-1592270;R-HSA-2426355;R-HSA-2327803;R-HSA-1605825;R-HSA-202718;R-HSA-1981120;R-HSA-202723;R-HSA-2327746;R-HSA-1592314;R-HSA-2002428;R-HSA-2022141;R-HSA-202727;R-HSA-2395328;R-HSA-3787997;R-HSA-1566962;R-HSA-1604350;R-HSA-3907292;R-HSA-4088281;R-HSA-2395340;R-HSA-2129353;R-HSA-216040;R-HSA-2089971;R-HSA-2129357;R-HSA-3791319;R-HSA-1592310;R-HSA-216051;R-HSA-2129362;R-HSA-216048;R-HSA-2396113;R-HSA-4086216;R-HSA-4088264;R-HSA-2396370;R-HSA-2396124;R-HSA-8944240;R-HSA-1564142;R-HSA-216058;R-HSA-1981157;R-HSA-8944247;R-HSA-2129375"
R-HSA-3000178,"ECM proteoglycans",20,79,0.005535701772826011,1.0070448355214978E-5,0.007431990886148654,15,23,0.0016940413935331812,9606,Homo sapiens,"Col3a1;Tnxb;Col6a1;Col6a2;Col4a1;Bgn;Itgax;Col6a6;Col6a3;Lrp4;Aspn;Hapln1;Lama5;Tgfb1;Sparc;Lama3;Itga2;Tnr;Serpine1;Hspg2","","R-HSA-2327909;R-HSA-2396079;R-HSA-2681667;R-HSA-2327886;R-HSA-2396395;R-HSA-2424246;R-HSA-2467633;R-HSA-2396370;R-HSA-2424243;R-HSA-2396124;R-HSA-2681681;R-HSA-2466238;R-HSA-2318623;R-HSA-2465883;R-HSA-2466106"
R-HSA-216083,"Integrin cell surface interactions",19,86,0.006026206993202999,9.857773535526526E-5,0.04850024579479051,30,55,0.004050968549753259,9606,Homo sapiens,"Col3a1;Col6a1;Vwf;Col6a2;Col4a1;Itgax;Col6a6;Itga5;Col6a3;Itgam;Vcam1;Pecam1;Itgb2;Itga2;Kdr;Hspg2;Cd44;Fbn1;Icam2","","R-HSA-114563;R-HSA-2473511;R-HSA-210304;R-HSA-216069;R-HSA-4539779;R-HSA-199050;R-HSA-2467436;R-HSA-216072;R-HSA-265423;R-HSA-4084912;R-HSA-4084910;R-HSA-265428;R-HSA-216082;R-HSA-202704;R-HSA-265424;R-HSA-265425;R-HSA-4084903;R-HSA-2752115;R-HSA-202718;R-HSA-198941;R-HSA-4088220;R-HSA-202727;R-HSA-4088281;R-HSA-216040;R-HSA-2327695;R-HSA-4085133;R-HSA-4086216;R-HSA-4088264;R-HSA-2426259;R-HSA-2470555"
R-HSA-210745,"Regulation of gene expression in beta cells",11,35,0.0024525261018849415,1.5976934951023036E-4,0.058954889969275004,8,12,8.838476835825292E-4,9606,Homo sapiens,"Rfx6;Pdx1;Slc2a2;Nkx2-2;Pax6;Mafa;Gck;Foxo1","","R-HSA-211346;R-HSA-211350;R-HSA-211301;R-HSA-211476;R-HSA-211178;R-HSA-211289;R-HSA-211272;R-HSA-211164"
R-HSA-186712,"Regulation of beta-cell development",14,67,0.004694835680751174,0.0012959877289385746,0.3143616701366738,16,26,0.0019150033144288135,9606,Homo sapiens,"Neurog3;Rfx6;Slc2a2;Pdx1;Nkx2-2;Pax6;Mafa;Gck;Foxo1","","R-HSA-210913;R-HSA-210886;R-HSA-211301;R-HSA-211178;R-HSA-210921;R-HSA-210920;R-HSA-211272;R-HSA-211346;R-HSA-210769;R-HSA-211350;R-HSA-210773;R-HSA-211476;R-HSA-210836;R-HSA-211289;R-HSA-210780;R-HSA-211164"
R-HSA-9683673,"Maturation of protein 3a",6,15,0.0010510826150935463,0.0014898657352448996,0.3143616701366738,1,7,5.155778154231421E-4,9606,Homo sapiens,"St6galnac2;St3gal4;St3gal2;St6gal1;St3gal1;St6galnac3","","R-HSA-9683769"
R-HSA-9694719,"Maturation of protein 3a",6,15,0.0010510826150935463,0.0014898657352448996,0.3143616701366738,1,7,5.155778154231421E-4,9606,Homo sapiens,"St6galnac2;St3gal4;St3gal2;St6gal1;St3gal1;St6galnac3","","R-HSA-9694718"
R-HSA-1236973,"Cross-presentation of particulate exogenous antigens (phagosomes)",5,13,9.109382664144068E-4,0.00429238156247147,0.5330308475227208,3,3,2.209619208956323E-4,9606,Homo sapiens,"Ncf1;Ncf2;Cyba;Cybb;Cd36","","R-HSA-1236967;R-HSA-1236958;R-HSA-1236956"
R-HSA-428359,"Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA",5,13,9.109382664144068E-4,0.00429238156247147,0.5330308475227208,2,3,2.209619208956323E-4,9606,Homo sapiens,"Cd44","","R-HSA-428287;R-HSA-428296"
R-HSA-194306,"Neurophilin interactions with VEGF and VEGFR",3,4,2.8028869735827904E-4,0.004299019651612612,0.5330308475227208,2,2,1.4730794726375488E-4,9606,Homo sapiens,"Nrp1;Nrp2;Kdr","","R-HSA-195408;R-HSA-195418"
