Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-1474244,"Extracellular matrix organization",61,329,0.02305374535771845,3.2199469757188126E-9,4.685022849670872E-6,197,319,0.023495617588568902,9606,Homo sapiens,"Itgax;Adam19;Ctss;Itgam;Pxdn;Pecam1;Kdr;Ltbp2;Ltbp4;Col1a2;Col3a1;Mmp12;Col1a1;Mmp14;Tnxb;Vwf;Col5a2;Mmp15;Col5a3;Adamts4;Col5a1;Adamts2;Bgn;Adam8;Lama5;Itgb2;Lama3;Lama4;Serpine1;Hspg2;Icam2;Col15a1;Ceacam1;Sdc3;Itga5;Nid2;Nid1;Lrp4;Tgfb1;Ttr;Itga2;Loxl2;Pdgfb;Cd44;Capn9;Col6a1;Col6a2;Mfap2;Col4a1;Col4a2;Col8a1;Col6a3;Timp2;Hapln1;Tmprss6;Sparc;Sdc1;Spock3;Plod2;Fbn1","","R-HSA-8944265;R-HSA-2002460;R-HSA-2473511;R-HSA-1592349;R-HSA-216069;R-HSA-216072;R-HSA-216082;R-HSA-1564164;R-HSA-2002440;R-HSA-2533950;R-HSA-1564169;R-HSA-2250301;R-HSA-2482180;R-HSA-8941234;R-HSA-2002466;R-HSA-2537499;R-HSA-2465890;R-HSA-2467436;R-HSA-2473584;R-HSA-2473596;R-HSA-2731123;R-HSA-2752115;R-HSA-1592387;R-HSA-2731122;R-HSA-2395257;R-HSA-2473594;R-HSA-2731081;R-HSA-1650808;R-HSA-2328129;R-HSA-1614460;R-HSA-1614461;R-HSA-2731075;R-HSA-2731074;R-HSA-2533965;R-HSA-2396234;R-HSA-2731078;R-HSA-2328145;R-HSA-2684507;R-HSA-2395223;R-HSA-2533970;R-HSA-2426450;R-HSA-2168923;R-HSA-2465883;R-HSA-8948232;R-HSA-8948234;R-HSA-1474196;R-HSA-2395302;R-HSA-2426530;R-HSA-8948224;R-HSA-8948226;R-HSA-8948228;R-HSA-8948230;R-HSA-4084912;R-HSA-8948231;R-HSA-4084910;R-HSA-2396337;R-HSA-2327733;R-HSA-2395314;R-HSA-2395324;R-HSA-4084903;R-HSA-2327738;R-HSA-2395320;R-HSA-1604741;R-HSA-2395322;R-HSA-2161282;R-HSA-2022073;R-HSA-1454781;R-HSA-2327695;R-HSA-2731141;R-HSA-1981104;R-HSA-2559639;R-HSA-1454757;R-HSA-1474213;R-HSA-1474210;R-HSA-2470555;R-HSA-2395364;R-HSA-2168038;R-HSA-265423;R-HSA-2396399;R-HSA-1474266;R-HSA-2168046;R-HSA-2396395;R-HSA-8944216;R-HSA-1454791;R-HSA-8944218;R-HSA-265424;R-HSA-265425;R-HSA-1981128;R-HSA-8944223;R-HSA-2327803;R-HSA-1605825;R-HSA-1981120;R-HSA-8944214;R-HSA-2327746;R-HSA-2022141;R-HSA-3787997;R-HSA-2395328;R-HSA-1566962;R-HSA-1604350;R-HSA-3907292;R-HSA-2395340;R-HSA-1454822;R-HSA-2396370;R-HSA-8944240;R-HSA-1981157;R-HSA-8944247;R-HSA-3828025;R-HSA-1604368;R-HSA-3791155;R-HSA-1604360;R-HSA-2426676;R-HSA-1566981;R-HSA-3788075;R-HSA-2467633;R-HSA-1566979;R-HSA-1458433;R-HSA-2466106;R-HSA-3788061;R-HSA-4084505;R-HSA-4084501;R-HSA-2534160;R-HSA-2318623;R-HSA-2514790;R-HSA-2327909;R-HSA-2534240;R-HSA-2485111;R-HSA-1980233;R-HSA-4085087;R-HSA-2681675;R-HSA-2213192;R-HSA-2681667;R-HSA-2327886;R-HSA-2213201;R-HSA-2213200;R-HSA-2514772;R-HSA-8948219;R-HSA-2243926;R-HSA-2213205;R-HSA-2213207;R-HSA-8948222;R-HSA-2681694;R-HSA-2681681;R-HSA-2243931;R-HSA-114563;R-HSA-4086204;R-HSA-210304;R-HSA-3791295;R-HSA-199050;R-HSA-2396079;R-HSA-2424246;R-HSA-8848658;R-HSA-2396083;R-HSA-2424243;R-HSA-2424252;R-HSA-2466238;R-HSA-3814820;R-HSA-2514823;R-HSA-4088220;R-HSA-2514831;R-HSA-4085133;R-HSA-2426259;R-HSA-2485148;R-HSA-1602466;R-HSA-349626;R-HSA-2328033;R-HSA-2328037;R-HSA-4539779;R-HSA-1564112;R-HSA-2129385;R-HSA-202704;R-HSA-2328048;R-HSA-2533874;R-HSA-1592270;R-HSA-2426355;R-HSA-202718;R-HSA-202723;R-HSA-1592314;R-HSA-2002428;R-HSA-202727;R-HSA-4088281;R-HSA-2129353;R-HSA-216040;R-HSA-2089971;R-HSA-2129357;R-HSA-216045;R-HSA-1592310;R-HSA-3791319;R-HSA-216051;R-HSA-2129362;R-HSA-216048;R-HSA-2396113;R-HSA-4086216;R-HSA-4088264;R-HSA-2396124;R-HSA-1564142;R-HSA-216058;R-HSA-2129375"
R-HSA-3000178,"ECM proteoglycans",24,79,0.005535701772826011,5.6105744938861335E-8,4.078887657055219E-5,17,23,0.0016940413935331812,9606,Homo sapiens,"Col1a2;Col3a1;Col1a1;Tnxb;Col5a2;Col6a1;Col5a3;Col6a2;Col4a1;Col4a2;Col5a1;Bgn;Itgax;Col6a3;Lrp4;Hapln1;Lama5;Tgfb1;Sparc;Lama3;Itga2;Lama4;Serpine1;Hspg2","","R-HSA-4086204;R-HSA-2327909;R-HSA-2681667;R-HSA-2396079;R-HSA-2327886;R-HSA-2396395;R-HSA-2424246;R-HSA-2467633;R-HSA-2396370;R-HSA-2424243;R-HSA-2396124;R-HSA-2424252;R-HSA-2681681;R-HSA-2466238;R-HSA-2318623;R-HSA-2465883;R-HSA-2466106"
R-HSA-216083,"Integrin cell surface interactions",24,86,0.006026206993202999,2.5524458169279285E-7,1.2379362212100453E-4,30,55,0.004050968549753259,9606,Homo sapiens,"Col1a2;Col3a1;Col1a1;Col5a2;Col6a1;Vwf;Col5a3;Col6a2;Col4a1;Col4a2;Col5a1;Itgax;Col8a1;Col6a3;Itga5;Itgam;Pecam1;Itgb2;Itga2;Kdr;Hspg2;Cd44;Fbn1;Icam2","","R-HSA-114563;R-HSA-2473511;R-HSA-210304;R-HSA-216069;R-HSA-4539779;R-HSA-199050;R-HSA-2467436;R-HSA-265423;R-HSA-216072;R-HSA-4084912;R-HSA-4084910;R-HSA-216082;R-HSA-202704;R-HSA-265424;R-HSA-265425;R-HSA-4084903;R-HSA-2752115;R-HSA-202718;R-HSA-4085087;R-HSA-4088220;R-HSA-202727;R-HSA-4088281;R-HSA-216040;R-HSA-2327695;R-HSA-216045;R-HSA-4085133;R-HSA-4086216;R-HSA-4088264;R-HSA-2426259;R-HSA-2470555"
R-HSA-3000171,"Non-integrin membrane-ECM interactions",18,61,0.004274402634713756,3.653987919349788E-6,0.001326397614723973,16,22,0.0016203874199013037,9606,Homo sapiens,"Col1a2;Col3a1;Col1a1;Col5a2;Col5a3;Sdc3;Col4a1;Col4a2;Col5a1;Lama5;Tgfb1;Ttr;Lama3;Itga2;Lama4;Sdc1;Pdgfb;Hspg2","","R-HSA-2731081;R-HSA-2328129;R-HSA-2681675;R-HSA-2465890;R-HSA-2731075;R-HSA-2731074;R-HSA-2731141;R-HSA-2731078;R-HSA-2684507;R-HSA-2396337;R-HSA-2396113;R-HSA-2426355;R-HSA-2681694;R-HSA-2327738;R-HSA-2731123;R-HSA-2731122"
R-HSA-2022090,"Assembly of collagen fibrils and other multimeric structures",18,67,0.004694835680751174,1.2712071778664402E-5,0.003699212887591341,20,26,0.0019150033144288135,9606,Homo sapiens,"Col1a2;Col15a1;Col3a1;Col1a1;Col5a2;Col6a1;Col5a3;Col6a2;Col4a1;Col4a2;Col5a1;Col8a1;Col6a3;Ctss;Pxdn;Lama3;Loxl2","","R-HSA-2395302;R-HSA-2022141;R-HSA-2395340;R-HSA-2213192;R-HSA-1474266;R-HSA-2396234;R-HSA-2559639;R-HSA-2213201;R-HSA-2213200;R-HSA-2395223;R-HSA-2243926;R-HSA-2213205;R-HSA-2213207;R-HSA-2395314;R-HSA-2395324;R-HSA-2243931;R-HSA-2002466;R-HSA-2395257;R-HSA-2395322;R-HSA-2250301"
R-HSA-1474228,"Degradation of the extracellular matrix",29,148,0.010370681802256324,1.577547545639213E-5,0.0038176650604468954,53,105,0.007733667231347131,9606,Homo sapiens,"Col15a1;Nid1;Ctss;Cd44;Col1a2;Capn9;Col3a1;Mmp12;Col1a1;Mmp14;Col5a2;Col6a1;Mmp15;Col5a3;Col6a2;Adamts4;Col4a1;Col4a2;Col5a1;Col8a1;Col6a3;Adam8;Timp2;Tmprss6;Lama5;Lama3;Spock3;Hspg2;Fbn1","","R-HSA-1474196;R-HSA-3828025;R-HSA-1592349;R-HSA-3791295;R-HSA-1604368;R-HSA-3791155;R-HSA-1604360;R-HSA-1566981;R-HSA-3788075;R-HSA-1564164;R-HSA-1566979;R-HSA-8848658;R-HSA-1458433;R-HSA-2533950;R-HSA-1604741;R-HSA-3814820;R-HSA-1564169;R-HSA-2514823;R-HSA-2482180;R-HSA-3788061;R-HSA-2514831;R-HSA-1454781;R-HSA-1454757;R-HSA-1474213;R-HSA-1474210;R-HSA-2534160;R-HSA-2485148;R-HSA-1602466;R-HSA-2537499;R-HSA-2514790;R-HSA-2534240;R-HSA-1564112;R-HSA-2168038;R-HSA-2168046;R-HSA-1454791;R-HSA-2485111;R-HSA-2533874;R-HSA-2473584;R-HSA-1592270;R-HSA-2473596;R-HSA-1605825;R-HSA-2473594;R-HSA-1592314;R-HSA-1566962;R-HSA-1604350;R-HSA-2533965;R-HSA-1592310;R-HSA-3791319;R-HSA-1454822;R-HSA-2514772;R-HSA-2533970;R-HSA-1564142;R-HSA-2168923"
R-HSA-1442490,"Collagen degradation",17,69,0.004834980029430313,6.268494605932151E-5,0.012975783834279553,19,34,0.002504235103483833,9606,Homo sapiens,"Col1a2;Col15a1;Col3a1;Mmp12;Col1a1;Mmp14;Col5a2;Mmp15;Col6a1;Col5a3;Col6a2;Col4a1;Col4a2;Col5a1;Col8a1;Col6a3;Tmprss6","","R-HSA-2482180;R-HSA-1474196;R-HSA-1564112;R-HSA-2168038;R-HSA-2168046;R-HSA-1454822;R-HSA-2485111;R-HSA-1454757;R-HSA-1474213;R-HSA-1564164;R-HSA-1474210;R-HSA-2473584;R-HSA-1458433;R-HSA-1564142;R-HSA-2473596;R-HSA-2168923;R-HSA-2537499;R-HSA-1564169;R-HSA-2473594"
R-HSA-8948216,"Collagen chain trimerization",13,44,0.0030831756709410693,7.76518546190541E-5,0.014054985686048793,7,28,0.0020623112616925685,9606,Homo sapiens,"Col1a2;Col15a1;Col3a1;Col1a1;Col5a2;Col6a1;Col5a3;Col6a2;Col4a1;Col4a2;Col5a1;Col8a1;Col6a3","","R-HSA-8944216;R-HSA-8944265;R-HSA-8944218;R-HSA-8944223;R-HSA-8944240;R-HSA-8944214;R-HSA-8944247"
R-HSA-3000170,"Syndecan interactions",10,29,0.002032093055847523,1.5097523192497686E-4,0.024307012339921275,10,15,0.0011048096044781615,9606,Homo sapiens,"Col1a2;Col3a1;Tgfb1;Col1a1;Col5a2;Col5a3;Sdc3;Col5a1;Itga2;Sdc1","","R-HSA-2731081;R-HSA-2684507;R-HSA-2681675;R-HSA-2681694;R-HSA-2731075;R-HSA-2731123;R-HSA-2731074;R-HSA-2731122;R-HSA-2731141;R-HSA-2731078"
R-HSA-8874081,"MET activates PTK2 signaling",10,32,0.0022423095788662323,3.268286964002165E-4,0.04739016097803139,1,5,3.682698681593872E-4,9606,Homo sapiens,"Col1a2;Lama5;Col3a1;Col1a1;Col5a2;Col5a3;Lama3;Col5a1;Lama4;Itga2","","R-HSA-8874079"
